compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Nortriptyline,,TCA,SERT and NET,Depression,Approved,1964,,,approved,CNS,,approved_control,Approved controls (success),CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,4543,OK,1964.0,78,"This molecule represents a classic 'molecular sledgehammer' approach to CNS medicinal chemistry, characterized by a highly lipophilic tricyclic core fused to a flexible basic side chain. While the Molecular Weight (263 Da) is low, the cLogP is disproportionately high (~4.5), resulting in a poor Lipophilic Efficiency (LipE) profile. The structure is a textbook Cationic Amphiphilic Drug (CAD), creating an immediate red flag for phospholipidosis and, more critically, hERG inhibition. The pharmacophore—a hydrophobic aromatic cluster linked by a spacer to a basic amine—is a perfect overlay for the hERG channel pore, predicting significant QT prolongation risk. Furthermore, the tricyclic scaffold is historically 'privileged' but practically 'promiscuous,' likely binding indiscriminately to SERT, NET, Histamine H1, Muscarinic M1, and Alpha-1 adrenergic receptors, guaranteeing a side-effect profile laden with sedation, anticholinergic effects, and orthostatic hypotension. The benzylic positions on the ethylene bridge are metabolic soft spots for CYP-mediated oxidation. As an NCE, this lacks the selectivity required for modern development.",Low,"Tricyclic aromatic system (Promiscuity/Intercalation risk), Basic alkylamine side chain + Lipophilic core (hERG Pharmacophore), Benzylic carbons (Metabolic liability).",0.25,"High risk of cardiovascular safety signals (tachycardia, QT prolongation) and CNS tolerability issues (sedation) in healthy volunteers.",0.15,"While likely potent, the narrow therapeutic index and 'dirty' receptor profile would make dose-finding difficult against cleaner competitors.",0.05,Commercial viability is minimal due to the heavy safety monitoring burden required for such a non-selective agent.,0.1
Imipramine,,TCA,SERT and NET,Depression,Approved,1957,,,approved,CNS,,approved_control,Approved controls (success),CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,BCGWQEUPMDMJNV-UHFFFAOYSA-N,3696,OK,1957.0,78,"This molecule triggers a 'Hard Kill' alert in the V20 engine. It represents the quintessential hERG pharmacophore: a strong basic center (dimethylamine, pKa ~9.5) connected via a flexible 3-carbon linker to a massive hydrophobic cluster (tricyclic dibenzazepine core). While the TPSA (< 20 Å²) and lipophilicity ensure rapid BBB penetration, the lack of polar vectors suggests extreme promiscuity across the GPCR kinome (Muscarinic, Histamine, Adrenergic off-targets). This is a 'dirty' CNS scaffold. The high cLogP combined with the cationic amine creates a significant risk of phospholipidosis and lysosomal trapping. While likely potent against monoamine transporters, the safety margin for QT prolongation and anticholinergic toxicity would be unacceptable in a modern development pipeline. Tox Summary: Not Clean.",Medium,"hERG Pharmacophore (Basic amine + 3C linker + Lipophilic Tricycle), Benzylic oxidation sites",0.2,"Capped at 20% due to 'Hard Kill' hERG alert. High risk of QT prolongation and off-target CNS effects (sedation, hypotension) in healthy volunteers.",0.15,"While target engagement is probable, the therapeutic window will be narrow due to anticholinergic and cardiovascular side effects.",0.05,Commercial viability is near zero for a modern NCE with this safety profile; overdose toxicity risk is high.,0.05
Clomipramine,,TCA,SERT and NET,Depression/OCD,Approved,1989,,,approved,CNS,,approved_control,Approved controls (success),CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,GDLIGKIOYRNHDA-UHFFFAOYSA-N,2801,OK,1989.0,90,"This molecule is a medicinal chemistry anachronism—a 'grease ball' tricyclic amine that violates nearly every modern rule for high-quality lead selection. With a cLogP likely exceeding 5.5 and a basic amine (pKa ~9.5), it is a textbook Cationic Amphiphilic Drug (CAD) with high risks of Phospholipidosis (PLD) and massive tissue accumulation (Vd >> L/kg). The structure is a homolog of first-generation tricyclic antidepressants (TCAs) but features an expanded 3-carbon bridge in the central ring (dibenzazocine core), which adds unnecessary lipophilicity and molecular weight without clear pharmacophoric justification. This motif is a 'Master Key' for promiscuity, guaranteeing off-target hits at Muscarinic (M1), Histamine (H1), and Alpha-adrenergic receptors. Most critically, the combination of the lipophilic chlorinated tricyclic core and the basic dimethylaminopropyl side chain creates a definitive hERG pharmacophore, posing an extreme risk of QT prolongation. It represents a 'dirty' scaffold that relies on hydrophobic collapse rather than specific binding interactions. Tox Summary: Not Clean.",Low,"Chlorinated tricyclic aromatic system (Lipophilicity/Bioaccumulation), Tertiary aliphatic amine (hERG/PLD liability), Benzylic carbons (Metabolic hot spots).",0.15,"High risk of cardiovascular safety signals (QTc prolongation, orthostatic hypotension) and anticholinergic adverse events in healthy volunteers.",0.05,"Even if efficacy is shown, the therapeutic window will be non-existent due to the 'side-effect soup' characteristic of this scaffold (sedation, weight gain, dry mouth).",0.01,Commercial viability is near zero; this profile is inferior to Standard of Care (SSRIs/SNRIs) established 30 years ago.,0.1
Doxepin,,TCA,SERT and NET,Depression/Insomnia,Approved,1969,,,approved,CNS,,approved_control,Approved controls (success),CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,ODQWQRRAPPTVAG-UHFFFAOYSA-N,3158,OK,1969.0,82,"This molecule is a structural dinosaur and a textbook example of what NOT to advance in modern CNS discovery. It features a 'Grease Ball' tricyclic core (dibenzoxepin-like) linked to a strong basic amine via a 3-carbon spacer. This specific topology (Lipophilic Core + 3-4 Carbon Linker + Basic Amine) is the canonical definition of the hERG pharmacophore, triggering an immediate 'Hard Kill' alert for QT prolongation risks. Beyond cardiac safety, this scaffold is notoriously promiscuous, acting as a 'skeleton key' for GPCRs (Histamine, Muscarinic, Adrenergic), which guarantees a heavy side-effect burden (sedation, anticholinergic effects). The exocyclic double bond introduces E/Z isomerism, creating a CMC nightmare for isomeric purity. While brain penetration will be high due to low TPSA (~12 Å²) and high lipophilicity, the lack of selectivity and the cardiac liability make this a non-starter for a modern NCE profile. Tox Summary: Not Clean.",Low,"hERG Pharmacophore (Tricyclic core + 3C linker + Basic amine), Exocyclic alkene (CMC liability)",0.2,High risk of QT prolongation (hERG) and significant off-target CNS side effects (sedation/anticholinergic) will complicate dose escalation.,0.4,"The molecule is likely potent against monoamine targets, but the therapeutic window will be narrow due to the 'dirty' binding profile.",0.1,Commercial viability is low; cleaner competitors exist. The safety profile would likely require black-box warnings.,0.008
Trimipramine,,TCA,SERT and NET,Depression,Approved,1979,,,approved,CNS,,approved_control,Approved controls (success),CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,5584,OK,1979.0,88,"This molecule is a medicinal chemistry fossil—a 'Grease Ball' masquerading as a drug. Structurally, it features a highly lipophilic tricyclic core (likely a dibenzazocine or homologated dibenzazepine derivative given the 3-carbon bridge) linked to a basic amine side chain. 

1. **Lipophilicity (The Grease Tax)**: With a cLogP likely exceeding 5.0-5.5 and a TPSA < 15 Å², this molecule relies entirely on hydrophobic interactions for affinity. It will cross the BBB, but it will also stick to every membrane and protein in the body. 

2. **hERG & Cardiotoxicity**: This is a textbook Class III antiarrhythmic/hERG blocker pharmacophore: a basic amine (pKa ~9.5) connected by a short linker to a massive hydrophobic aromatic slab. The risk of QT prolongation is severe. Furthermore, the tricyclic core is a known scaffold for voltage-gated sodium channel blockade (QRS widening/arrhythmia risk). 

3. **Promiscuity**: The flexible, greasy core and cationic tail guarantee 'dirty' pharmacology. Expect off-target hits at Muscarinic M1 (anticholinergic), Histamine H1 (sedation), and Alpha-1 (hypotension) receptors alongside any intended monoamine transporter targets. 

4. **Metabolism**: The N-methyl groups are low-hanging fruit for CYP2D6/2C19 demethylation, leading to variable PK in poor metabolizers. The aromatic rings are prone to hydroxylation. 

**Verdict**: As an NCE today, this would be killed immediately for its unacceptable safety margin and lack of selectivity.",Low,"Tricyclic hydrophobic core (Sodium Channel Blockade), Basic amino side chain linked to lipophile (hERG Pharmacophore), Cationic Amphiphile (Phospholipidosis risk).",0.3,"High risk of QT prolongation (hERG) and anticholinergic side effects (dry mouth, tachycardia) at therapeutic doses. PK variability due to CYP polymorphism likely.",0.25,"While likely centrally active, the therapeutic window will be non-existent. Side effects (sedation, hypotension, cardiotoxicity) will limit dosing before robust efficacy is established compared to cleaner standards of care.",0.05,"Commercial viability is near zero. Safer, more selective agents exist. The liability profile (suicide risk in overdose via cardiac arrest) is a dealbreaker for modern chronic CNS indications.",0.00375
Protriptyline,,TCA,SERT and NET,Depression,Approved,1967,,,approved,CNS,,approved_control,Approved controls (success),CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,BWPIARFWQZKAIA-UHFFFAOYSA-N,4976,OK,1967.0,72,"This molecule represents a classic 'Grease Missile' profile. While the Molecular Weight is attractively low (~263), the cLogP is disproportionately high (>4.5), resulting in abysmal Lipophilic Efficiency (LipE). The structure features a textbook 'Cationic Amphiphilic' motif (basic secondary amine + flexible 3-carbon linker + massive lipophilic tricyclic anchor), which is a Tier-1 structural alert for hERG inhibition (QT prolongation) and Phospholipidosis. The lack of specific polar interactions on the tricyclic core, combined with the flexible linker, guarantees 'shotgun' promiscuity across the GPCRome (hitting Muscarinic, Histaminergic, and Adrenergic receptors indiscriminately). While BBB penetration will be excellent due to the low TPSA and high lipophilicity, the therapeutic index will be severely compressed by off-target toxicity. The central olefinic bridge adds rigidity but does not mitigate the overwhelming hydrophobic character. Tox Summary: Not Clean.",Medium,"Basic amine linked to lipophilic tricycle (hERG Pharmacophore), Cationic Amphiphilic Drug (CAD) motif (Phospholipidosis risk).",0.3,"High probability of hERG channel blockade and dose-limiting CNS side effects (sedation, anticholinergic effects) typical of this chemotype.",0.4,"High permeability ensures target engagement, but the narrow therapeutic window between efficacy and off-target toxicity will make dose-finding difficult.",0.15,"Cardiovascular safety risks (arrhythmia) and poor tolerability profile (weight gain, somnolence) present major regulatory and commercial barriers.",0.018
Maprotiline,,Tetracyclic antidepressant,Norepinephrine Transporter (NET),Depression,Approved,1980,,,approved,CNS,,approved_control,Approved controls (success),CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,QSLMDECMDJKHMQ-UHFFFAOYSA-N,4011,OK,1980.0,78,"This molecule represents a classic 'Old School CNS' profile that fails modern developability criteria. While the Molecular Weight (~277) is deceptively attractive, the physicochemical profile is dominated by excessive lipophilicity (cLogP ~5.0) and a textbook hERG pharmacophore (strong basic amine + 3-carbon tether + massive hydrophobic cage). The rigid dibenzo-bicyclo[2.2.2]octadiene core acts as a 'grease ball,' driving non-specific binding and creating a high risk of Phospholipidosis (PLD) due to the Cationic Amphiphilic Drug (CAD) motif. While brain penetration is guaranteed (TPSA ~12), the lack of polar vectors on the core suggests a 'dirty' pharmacological profile with high probability of off-target GPCR hits (muscarinic/histaminergic) and sodium channel blockade. In a modern discovery pipeline, this would be rejected or mandated for heavy optimization to reduce the 'Grease Tax' and mitigate the fatal cardiac liability. Tox Summary: NOT CLEAN.",Medium,"High-pKa secondary amine linked to lipophile (hERG/PLD risk), Unsubstituted polycyclic aromatic core (Promiscuity/CYP induction risk).",0.25,High risk of QT prolongation (hERG) and CNS adverse events (seizures/sedation) due to promiscuous binding profile.,0.45,"If the safety window permits dosing, the high CNS exposure ensures target engagement, assuming the target is validated.",0.1,Commercial viability is severely limited by the 'dirty' safety profile and likely narrow therapeutic index compared to cleaner competitors.,0.65
Reboxetine,,NRI,Norepinephrine Transporter (NET),Depression,Approved,1997 (UK),,,approved,CNS,,approved_control,Approved controls (success),CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3,CBQGYUDMJHNJBX-RTBURBONSA-N,127151,OK,1997.0,32,"This molecule represents a highly efficient CNS scaffold with 'Goldilocks' physicochemical properties. With a MW of ~313 and an estimated cLogP of 2.5-3.0, it sits perfectly in the optimal zone for blood-brain barrier penetration (TPSA ~40 Å²). The structure features a basic morpholine nitrogen flanked by two lipophilic aromatic domains, a classic architecture for monoamine transporter inhibitors. 

However, this specific arrangement triggers a 'Yellow Flag' for hERG liability. The basic amine is separated from the hydrophobic aromatic clusters by a distance that often overlaps with the hERG pharmacophore (3-5 bonds), necessitating early patch-clamp screening. 

Metabolically, the ethoxy side chain (`CCOC1...`) is a glaring 'soft spot' for O-dealkylation (likely CYP2D6 or CYP3A4). If clearance is predominantly driven by a polymorphic enzyme like 2D6, this could lead to high inter-patient variability (poor vs. ultra-rapid metabolizers). The benzylic ether linkage is generally stable but adds to the lipophilicity without contributing hydrogen bond donors, potentially inflating non-specific binding. Overall, this is a high-quality, developable lead, provided the hERG and metabolic variance risks are managed.",Medium,None (Clean Scaffold). Risk lies in hERG pharmacophore overlap.,0.75,Generally clean tox profile. Main risk is QT prolongation (hERG) due to the basic amine/lipophilic sandwich motif.,0.45,Excellent CNS physicochemical properties suggest high probability of target engagement. Efficacy depends on selectivity against off-target GPCRs.,0.2,"Commercial viability is good, assuming no polymorphic metabolic liabilities (CYP2D6) create dosing complexity.",0.0675
Tianeptine,,Atypical antidepressant,Full MOA complex; affects glutamate/AMPA,Depression,Approved,1988 (France),,,approved,CNS,,approved_control,Approved controls (success),CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,JICJBGPOMZQUBB-UHFFFAOYSA-N,68870,OK,1988.0,55,"The molecule presents a classic 'dirty' tricyclic core (dibenzo-thiazepine-like) decorated with a structural anomaly: a long, flexible 7-carbon amino-acid tail. While the tricyclic scaffold is a privileged structure for CNS targets (GPCRs/Transporters), the side chain is a medicinal chemistry liability. 1) **The 'Balloon' Effect**: The heptanoic acid linker introduces >8 rotatable bonds. This creates a massive entropic penalty upon binding; the molecule must freeze this 'floppy' tail to engage its target, demanding exceptional enthalpy to compensate. 2) **Metabolic Stability (Low)**: The long aliphatic chain is a prime substrate for beta-oxidation (fatty acid metabolism mimicry), predicting a short half-life and high clearance. Additionally, the benzylic secondary amine is prone to N-dealkylation. 3) **CNS Penetration**: The molecule is a zwitterion at physiological pH (Basic amine + Carboxylic acid). While this aids solubility, it complicates BBB penetration, likely requiring specific transporter recognition rather than passive diffusion. 4) **Promiscuity**: Tricyclic cores are historically promiscuous, often hitting H1, mACh, and alpha-adrenergic receptors. This structure screams 'off-target side effects' and 'TID dosing' due to rapid clearance. Tox Summary: Clean of reactive warheads, but the tricyclic core carries inherent hERG/QTc risks, though the distal carboxylic acid likely mitigates the hERG liability compared to a pure cationic analog.",Low,"Benzylic amine (N-dealkylation), Long aliphatic chain (Beta-oxidation), Tricyclic core (Promiscuity).",0.75,Safety profile likely manageable. The zwitterionic nature reduces the risk of phospholipidosis and massive tissue accumulation often seen with lipophilic cationic tricyclics. Main concerns are cardiovascular (QTc) and CNS depression.,0.35,Efficacy is the bottleneck. The high entropic penalty of the side chain suggests moderate potency unless it exploits a specific large pocket or transporter. Rapid metabolic clearance (beta-oxidation) may make maintaining therapeutic levels difficult without frequent dosing.,0.2,"Commercial viability is low for a modern NCE with this profile. The likely short half-life and potential for 'dirty' tricyclic side effects (sedation, anticholinergic effects) would make it inferior to cleaner, more rigid competitors.",0.55
Phenelzine,,MAOI,Monoamine Oxidase (MAO) A and B,Depression,Approved,1961,,,approved,CNS,,approved_control,Approved controls (success),C1=CC=C(C=C1)CCNN,RMUCZJUITONUFY-UHFFFAOYSA-N,3675,OK,1961.0,88,"This molecule is a medicinal chemistry 'Red Alert'. Structurally, it is a phenethylamine mimic where the primary amine has been swapped for a hydrazine moiety (-NHNH2). While the physicochemical properties (MW ~136, cLogP ~1.3, TPSA ~38) theoretically allow for perfect CNS penetration, the chemical functionality is disqualifying for a modern chronic therapeutic. Hydrazines are classic 'Hard Kill' structural alerts. They act as potent nucleophiles and reducing agents, often functioning as Mechanism-Based Inhibitors (suicide substrates) for enzymes like Monoamine Oxidases (MAO) or CYPs. The mechanism typically involves enzymatic oxidation to a reactive diazene or radical species that covalently modifies the protein cofactor (e.g., FAD). This guarantees 'efficacy' but at an unacceptable cost: high risk of mutagenicity (Ames positive), hepatotoxicity via reactive metabolites, and severe drug-drug interactions. This is a 'dirty' warhead attached to a generic lipophilic anchor. Tox Summary: Not Clean (Hydrazine, Suicide Inhibition, Mutagenicity Risk).",Low,"Primary Hydrazine group (reactive warhead, mutagenic potential, MBI risk)",0.15,Significant safety hurdles. Regulatory agencies would require extensive genotoxicity and hepatotoxicity screening. The hydrazine group is a major liability for Phase 1 safety.,0.2,"Target engagement (likely covalent MAO inhibition) would be high, driving efficacy, but high dropout rates due to adverse events (orthostatic hypotension, liver enzyme elevations) are expected.",0.05,Chronic safety is the killer here. Idiosyncratic liver injury and strict dietary/drug interaction restrictions would likely prevent approval or relegate it to a last-line therapy with a Black Box warning.,0.0015
Tranylcypromine,,MAOI,Monoamine Oxidase (MAO) A and B,Depression,Approved,1961,,,approved,CNS,,approved_control,Approved controls (success),C1C(C1N)C2=CC=CC=C2,AELCINSCMGFISI-UHFFFAOYSA-N,5530,OK,1961.0,48,"Physicochemically, this molecule is a 'Goldilocks' CNS entrant: MW ~133, low TPSA, and ideal lipophilicity ensure complete blood-brain barrier penetration. However, structurally, it is a loaded gun. The 2-phenylcyclopropylamine motif is a textbook 'suicide substrate' (Mechanism-Based Inhibitor). The strain energy of the cyclopropane ring (~27 kcal/mol), coupled with the radical-stabilizing potential of the amine and phenyl ring, predisposes this molecule to single-electron transfer mechanisms. This leads to ring opening and irreversible covalent modification of FAD-dependent enzymes (e.g., amine oxidases) or CYP450s. While this guarantees high potency, it introduces severe risks of Drug-Drug Interactions (DDIs) and off-target covalent binding. In modern discovery, unless the specific design intent is covalent inhibition, this scaffold is often rejected as a 'dirty' promiscuous binder. Tox Summary: Not Clean (Reactive Warhead/MBI Risk).",Low,"Cyclopropylamine (Mechanism-Based Inhibitor/Suicide Substrate), Primary Amine (High Clearance/MAO liability)",0.6,"Excellent bioavailability and CNS exposure are guaranteed, but the risk of pressor effects (adrenergic crisis) and enzyme inactivation complicates dose escalation safety.",0.35,"Target engagement will be high due to covalent mechanism, but lack of selectivity (promiscuity across amine oxidases) may confound efficacy signals or narrow the therapeutic index.",0.1,"Commercial viability is severely limited by the safety profile of non-selective covalent inhibitors (dietary restrictions, DDI contraindications) compared to modern reversible alternatives.",0.95
Isocarboxazid,,MAOI,Monoamine Oxidase (MAO) A and B,Depression,Approved,1959,,,approved,CNS,,approved_control,Approved controls (success),CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,3759,OK,1959.0,78,"This molecule presents a classic 'Wolf in Sheep's Clothing' profile. Physically, it is a CNS masterpiece: MW ~231, cLogP ~1.2, and TPSA ~66 Å² place it firmly in the Golden Triangle for blood-brain barrier penetration. However, the chemical engine driving this molecule is an N-acyl-N'-benzylhydrazine linker. In a modern high-fidelity audit, this moiety is a 'Hard Kill' structural alert. Hydrazines are notorious for metabolic bioactivation into reactive intermediates (diazenes, radicals) that function as suicide inhibitors of oxidases (e.g., MAO, CYPs). While this guarantees high potency via covalent or tight-binding mechanisms, it carries a heavy tax: high risk of genotoxicity (Ames positive), hepatotoxicity (DILI via protein adducts), and mechanism-based inactivation of off-target enzymes. The reliance on chemical reactivity rather than specific molecular recognition makes this a 'dirty' drug candidate by modern standards. Tox Summary: Not Clean.",Low,"Hydrazine linker (genotox/hepatotox alert), Benzyl group (benzylic oxidation/radical formation)",0.25,Significant risk of failure in GLP toxicology due to mutagenicity signals or liver enzyme elevations common to hydrazine scaffolds.,0.5,"If the molecule survives safety, the mechanism (likely irreversible inhibition) ensures high target engagement and efficacy.",0.1,Chronic administration of hydrazine-based drugs is commercially unviable in modern indications due to strict safety monitoring requirements and 'cleaner' competitor assets.,0.12
Lamotrigine,,Na+ channel modulator,Voltage-gated Na+ channels,Epilepsy/Bipolar,Approved,1994,,,approved,CNS,,approved_control,Approved controls (success),C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,PYZRQGJRPPTADH-UHFFFAOYSA-N,3878,OK,1994.0,28,"This molecule is a masterclass in Ligand Efficiency (MW ~256) but fails the 'Cleanliness' audit. The physicochemical properties are deceptively attractive: cLogP (~1.8) is in the CNS Goldilocks zone, and the 2,3-dichlorophenyl motif effectively blocks metabolic soft spots (CYP oxidation), ensuring high metabolic stability. HOWEVER, the 3,5-diamino-1,2,4-triazine core triggers multiple alarms. 1) HBD Count: 4 Hydrogen Bond Donors is a severe penalty for BBB penetration; you are relying entirely on the low MW to force this through the membrane. 2) Promiscuity: This scaffold is a bioisostere of 2,4-diaminopyrimidine, a notorious privileged structure for kinases and folate pathways. Expect significant off-target liability. 3) Idiosyncratic Tox: Electron-rich amino-heterocycles are classic structural alerts for severe cutaneous adverse reactions (SJS/TEN) via hapten formation. You have a potent, metabolically stable 'dirty fragment' that will likely cause rashes in the clinic. Tox Summary: Not Clean (IDR Risk).",High,"Primary amino-heterocycle (Idiosyncratic Hypersensitivity/SJS risk), Diamino-triazine core (Antifolate/Kinase promiscuity)",0.7,"Generally safe pharmacologically, but high risk of cutaneous hypersensitivity (rash) leading to early attrition or dose-limiting toxicity.",0.5,"Excellent CNS distribution properties (despite HBD) and metabolic stability suggest good target engagement, provided the off-target profile (kinases) doesn't introduce side effects.",0.25,Commercial viability is threatened by the 'Black Box' potential for serious skin reactions (SJS/TEN) inherent to this chemical class.,0.95
Valproate,,HDAC modulator,HDAC and Voltage-gated Na+ channels,Epilepsy/Bipolar,Approved,1994,,,approved,CNS,,approved_control,Approved controls (success),CCCC(CCC)C(=O)[O-],NIJJYAXOARWZEE-UHFFFAOYSA-M,3549980,OK,1994.0,78,"This structure is a fragment (MW < 150), not a viable modern drug candidate. It lacks the pharmacophoric complexity required for high-affinity (nanomolar) binding, implying that efficacy would require massive systemic exposure (gram-quantity daily doses). This violates the fundamental principle of potency-driven safety. Chemically, the alpha-branched carboxylic acid motif is a metabolic hazard: the branching hinders standard beta-oxidation, shunting metabolism toward CYP-mediated omega-oxidation. This pathway is notorious for generating reactive unsaturated metabolites (e.g., 4-ene intermediates) that act as mitochondrial toxins, inhibiting beta-oxidation enzymes and causing microvesicular steatosis (DILI). Furthermore, small branched aliphatic acids are structural hallmarks of HDAC inhibition and teratogenicity (neural tube defects). As an NCE, this is a low-potency, high-dose liver toxin. Tox Summary: Not Clean (Mitochondrial DILI / Teratogenicity).",Medium,"Alpha-branched carboxylic acid (Mitochondrial Tox/DILI), Short-chain aliphatic acid (Teratogenicity)",0.65,"Acute safety might be passable due to structural simplicity, but the massive dose required for any biological effect will likely trigger GI intolerance and transaminase elevations.",0.2,Potency is the primary failure mode. Relying on millimolar concentrations for efficacy results in a non-existent therapeutic window and poor LipE.,0.05,Chronic administration at high doses guarantees accumulation of toxic metabolites. The risks of idiosyncratic hepatotoxicity and teratogenicity would likely preclude approval for a modern NCE.,0.0065
