compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Carbamazepine,,Na+ channel blocker,Voltage-gated Na+ channels,Epilepsy,Approved,2004,,,approved,CNS,,approved_control,Approved controls (success),C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,2554,OK,2004.0,38,"From a physicochemical perspective, this molecule is seductive. With a MW of ~236 and a cLogP near 2.5, it sits squarely in the 'Goldilocks Zone' for CNS penetration. The rigid tricyclic core minimizes the entropic cost of binding, and the urea moiety provides a necessary polar anchor. HOWEVER, the central 10,11-alkene bridge is a glaring structural flaw in a modern NCE context. This olefin is electronically primed for P450-mediated epoxidation, generating a reactive metabolite (arene oxide equivalent) that poses a severe risk of covalent protein binding and subsequent idiosyncratic toxicity (e.g., immune-mediated skin or liver reactions). Furthermore, small, lipophilic tricyclics are historically 'dirty,' often displaying significant promiscuity across the kinome, GPCRs, and ion channels. While the efficiency metrics (LipE) are likely high, the bioactivation risk of the stilbene-like motif mandates a structural redesign—specifically, saturation of the bridge—before this could be considered a safe clinical candidate. Tox Summary: Not Clean (Epoxide liability).",Medium,"Central alkene bridge (Epoxidation/Bioactivation), Tricyclic core (Promiscuity/PXR Induction)",0.85,Elite physicochemical properties virtually guarantee excellent oral bioavailability and CNS exposure. Acute safety signals likely clean.,0.45,"High exposure drives target engagement, but the 'dirty' scaffold increases the risk of off-target side effects confounding the efficacy signal.",0.15,"The formation of a reactive epoxide metabolite creates a high probability of rare, idiosyncratic adverse events (DILI/SJS) in large populations, severely threatening commercial viability.",0.057
Oxcarbazepine,,Na+ channel blocker,Voltage-gated Na+ channels,Epilepsy,Approved,2001,,,approved,CNS,,approved_control,Approved controls (success),C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,CTRLABGOLIVAIY-UHFFFAOYSA-N,34312,OK,2001.0,15,"This molecule is a masterclass in CNS-focused medicinal chemistry design. It presents a rigid, tricyclic 'butterfly' scaffold that is pre-organized for binding, yet maintains an exceptionally low molecular weight (< 260 Da) and an ideal cLogP (~1.5-2.0) for blood-brain barrier penetration. 

Crucially, the incorporation of the ketone-methylene bridge (C10-C11) instead of a stilbene-like double bond is a critical safety feature. This structural modification eliminates the formation of reactive arene oxide/epoxide metabolites, which are a known liability in analogous tricyclic anticonvulsants. The metabolic trajectory is highly predictable: stereoselective reduction of the ketone to the secondary alcohol, followed by glucuronidation. This is a 'soft spot' designed for clearance without bioactivation.

The primary carboxamide moiety provides necessary polarity and H-bond donor capability without introducing basicity (hERG risk is negligible). The only potential liability is the induction of CYP enzymes (PXR activation), which is common for lipophilic tricyclic cores, but the physicochemical profile is otherwise elite.",Medium,None (Designed to avoid epoxide formation),0.85,"Pristine safety profile by design. Low MW, no hERG pharmacophore, and elimination of the epoxide liability suggests smooth sailing in Phase 1.",0.6,"High probability of CNS exposure and target engagement. Efficacy depends on the specific ion channel modulation, but the scaffold is a privileged structure for this class.",0.45,"Main risks are idiosyncratic skin reactions (common to the scaffold class) or hyponatremia, but chemically, this is the 'safest possible' version of this pharmacophore.",0.92
Paliperidone,,D2/5-HT2 antagonist,5-HT2A and D2 receptors,Schizophrenia,Approved,2006,,,approved,CNS,,approved_control,Approved controls (success),CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,PMXMIIMHBWHSKN-UHFFFAOYSA-N,115237,OK,2006.0,22,"This molecule exhibits an exemplary CNS physicochemical profile (cLogP ~1.8, MW < 430, TPSA ~85), placing it firmly in the 'Goldilocks' zone for brain penetration without relying on excessive lipophilicity. The inclusion of the secondary alcohol on the fused ring is a high-fidelity design choice: it acts as a polarity anchor to depress LogP and improve solubility, although it introduces a stereocenter (requiring enantioselective control) and a direct handle for Phase II glucuronidation (potential clearance liability). The core scaffold—a fused pyrimidinone—is electronically stable, avoiding the reactivity of simple Michael acceptors. However, the 3-(piperidin-4-yl)-6-fluorobenzisoxazole tail is a classic, high-risk pharmacophore for hERG channel inhibition (Class II antiarrhythmic liability). While the low cLogP mitigates non-specific binding, the basic nitrogen linked to the aromatic benzisoxazole necessitates rigorous cardiovascular safety profiling in early discovery. The fluorine substitution effectively blocks para-metabolic oxidation, enhancing metabolic stability of the aromatic tail. Tox Summary: Clean, but high alert for QT prolongation.",Medium,"Benzisoxazole-piperidine motif (High hERG risk), Secondary alcohol (Phase II Glucuronidation site)",0.85,"Excellent solubility and permeability properties suggest predictable PK. Main safety flag is hERG/QTc, but polarity helps safety margins.",0.55,"CNS penetration is highly likely given MPO score. Efficacy depends on target validation, but the scaffold is 'drug-like' enough to engage GPCRs.",0.35,Commercial viability is strong if the QT liability is managed. The molecule avoids the 'grease tax' of many CNS failures.,0.78
Ziprasidone,,D2/5-HT2 antagonist,5-HT2A and D2 receptors,Schizophrenia,Approved,2001,,,approved,CNS,,approved_control,Approved controls (success),C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,MVWVFYHBGMAFLY-UHFFFAOYSA-N,60854,OK,2001.0,65,"This molecule presents a classic 'dumbbell' pharmacophore: a central basic piperazine linked to two lipophilic aromatic systems (a benzisothiazole and a chloro-oxindole). While the CNS MPO parameters are superficially attractive (MW ~412, TPSA ~65, HBD 1), the topology is a textbook hERG trap. The combination of a basic center (pKa ~8) flanked by two hydrophobic aromatic moieties via a short ethyl spacer maps perfectly to the hERG channel pore (Tyr652/Phe656 pi-stacking), creating a massive cardiac safety liability. Furthermore, the rigid, planar nature of the terminal ring systems suggests high crystal lattice energy, likely resulting in 'brick dust' solubility (Class II/IV) and dissolution-limited absorption. The ethyl linker is also a metabolic soft spot for CYP-mediated N-dealkylation. While likely potent against aminergic GPCRs, the safety window (QT prolongation vs. efficacy) will be the defining struggle for this NCE. Tox Summary: Not Clean (hERG/Solubility).",Medium,"1,2-benzisothiazole (S-oxidation/ring opening), Chloro-oxindole (potential bioactivation), Basic piperazine-ethyl-aryl motif (hERG pharmacophore).",0.6,High risk of QT prolongation signals in safety pharmacology. Solubility issues may complicate formulation for dose escalation.,0.4,"The scaffold is a privileged GPCR binder (likely D2/5-HT), suggesting high probability of target engagement and efficacy if adequate exposure is achieved.",0.2,"Even if efficacious, the commercial viability is severely hampered by the likely requirement for cardiac monitoring or Black Box warnings due to the structural hERG liability.",0.048
Aripiprazole,,D2 partial agonist,D2 partial agonist and 5-HT2A antagonist,Schizophrenia/Bipolar,Approved,2002,,,approved,CNS,,approved_control,Approved controls (success),C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,60795,OK,2002.0,42,"This molecule is a textbook example of a 'Grease-driven' GPCR binder that barely survives the audit. While the dihydroquinolinone headgroup provides a respectable H-bond donor/acceptor profile (TPSA ~45) for CNS penetration, the rest of the molecule is a liability. The 4-carbon alkoxy linker is entropically unfavorable ('floppy') and presents a clear site for oxidative dealkylation. More critically, the topology—a basic piperazine nitrogen connected via a flexible tether to a lipophilic anchor—flirts dangerously with the hERG pharmacophore. The 2,3-dichlorophenyl tail is a 'brick' of lipophilicity (cLogP likely > 4.5), triggering the 'Grease Tax' and suggesting high plasma protein binding and potential phospholipidosis (CAD profile). It looks like a potent binder that relies on hydrophobic interactions rather than specific polar contacts, implying a 'dirty' selectivity profile. Tox Summary: Not Clean (hERG/PLD risks).",Medium,"2,3-dichlorophenyl piperazine (reactive metabolite risk via quinoid formation), Alkyl-aryl ether (O-dealkylation soft spot)",0.65,Significant risk of QT prolongation (hERG) and phospholipidosis due to cationic amphiphilic nature. Safety margins will be the primary attrition driver.,0.35,"Likely high potency against aminergic GPCRs, but 'dirty' profile (promiscuity) and high lipophilicity may confound efficacy or cause off-target CNS effects.",0.15,"Long-term safety risks (accumulation, phospholipidosis) and competitive landscape for CNS indications reduce probability.",0.45
Brexpiprazole,,D2 partial agonist,D2 and 5-HT1A receptors,Schizophrenia/MDD adjunct,Approved,2015,,,approved,CNS,,approved_control,Approved controls (success),C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,11978813,OK,2015.0,38,"This molecule is a classic 'Grease-Linker-Grease' construct, typical of CNS GPCR ligands (likely Dopaminergic/Serotonergic). While it utilizes the privileged aryl-piperazine scaffold to drive affinity, the physicochemical profile is concerning. The cLogP is dangerously high (~5.0), incurring a heavy 'Grease Tax' and suggesting that potency is driven by non-specific hydrophobic displacement rather than specific polar interactions. 

The structural architecture—a basic tertiary amine (piperazine) connected via a flexible 4-carbon-oxygen tether to a lipophilic quinolinone system—is a textbook hERG pharmacophore. This creates a high probability of QTc prolongation. Furthermore, the benzothiophene moiety is a metabolic liability; sulfur-containing heterocycles are prone to S-oxidation and epoxidation, posing a risk of reactive metabolite formation (bioactivation) and subsequent idiosyncratic toxicity. The butoxy linker is also a prime site for oxidative dealkylation (CYP3A4/2D6), likely resulting in high clearance unless the intrinsic potency is nanomolar to allow low dosing. 

While the TPSA and HBD counts are excellent for BBB penetration, the molecule risks being a 'Phospholipidosis Sponge' due to its Cationic Amphiphilic Drug (CAD) nature. It is a developable scaffold, but one that walks a tightrope between efficacy and cardiac/hepatic safety.",Low,"Benzothiophene (S-oxidation/Epoxidation risk), Aryl-Piperazine (Quinone-imine formation potential), Basic Amine + Lipophilic Tails (hERG/Phospholipidosis).",0.65,High risk of hERG liability and QTc prolongation. PK variability due to likely CYP2D6/3A4 metabolism of the linker and piperazine could complicate dosing.,0.45,"Target engagement is highly probable given the privileged scaffold, but the high lipophilicity increases the risk of off-target toxicity and attrition due to safety margins.",0.25,"Chronic dosing of such a lipophilic, cationic molecule raises concerns for DILI and metabolic accumulation (phospholipidosis). Commercial viability depends entirely on a superior safety profile vs. established competitors.",0.28
Cariprazine,,D2/D3 partial agonist,D3 and D2 receptors,Schizophrenia/Bipolar,Approved,2015,,,approved,CNS,,approved_control,Approved controls (success),CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,KPWSJANDNDDRMB-UHFFFAOYSA-N,11154555,OK,2015.0,24,"This structure represents a highly optimized CNS scaffold, hitting the 'Goldilocks' zone for MW (<450) and TPSA (<60). The urea cap effectively modulates polarity, while the basic piperazine nitrogen drives GPCR affinity. However, you are paying a significant 'Grease Tax': cLogP > 4.0 introduces a real risk of phospholipidosis and non-specific binding. The 2,3-dichlorophenylpiperazine motif is a notorious hERG pharmacophore; while the specific substitution pattern attempts to mitigate this, the risk of QT prolongation remains a primary development hurdle. The cyclohexane ring acts as a metabolic sponge, guaranteeing a complex mixture of hydroxylated metabolites which must be characterized for activity. It is a strong lead, but safety margins will be the defining factor. Tox Summary: Manageable but risky.",Medium,"2,3-dichlorophenylpiperazine (hERG/Phospholipidosis risk), Cyclohexyl (Metabolic liability)",0.8,Physicochemical properties are sound for oral bioavailability. Main attrition risk is early hERG signal or phospholipidosis in animal models.,0.55,High probability of target engagement (likely D2/D3/5HT) given the privileged scaffold. Efficacy is probable if CNS exposure is maintained.,0.3,Chronic safety is the bottleneck. Accumulation of lipophilic metabolites and potential for rare idiosyncratic toxicity (DILI) due to the high lipophilic burden reduce probability.,0.13
Lurasidone,,D2 antagonist,D2 and 5-HT7 receptors,Schizophrenia/Bipolar,Approved,2010,,,approved,CNS,,approved_control,Approved controls (success),C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,PQXKDMSYBGKCJA-CVTJIBDQSA-N,213046,OK,2010.0,42,"This molecule balances on the razor's edge of developability. Structurally, it is a 'Privileged Scaffold' chimera: an arylpiperazine (classic GPCR warhead) linked to a rigid norbornane-imide via a cyclohexane spacer. 

1. **Physicochemical Obesity**: The MW (~492 Da) and estimated cLogP (>4.5) are pushing the absolute limits for a CNS agent. This is a 'Grease-Driven' binder. The affinity likely relies heavily on hydrophobic displacement rather than specific polar contacts (LipE risk).
2. **hERG Liability**: The central basic nitrogen of the piperazine, flanked by the aromatic benzisothiazole on one side and the bulky, lipophilic norbornane/cyclohexane assembly on the other, constitutes a textbook hERG pharmacophore. This is a massive red flag for QT prolongation.
3. **Metabolic Soft Spots**: The aliphatic cages (norbornane and cyclohexane) are devoid of polar blocking groups, making them prime targets for CYP-mediated hydroxylation. Expect high clearance and a short half-life unless the volume of distribution is massive (which, given the lipophilicity, it will be).
4. **CNS Penetration**: TPSA (~65) and HBD (0) are excellent for BBB crossing, but the high lipophilicity implies >99% plasma protein binding, severely limiting the free fraction available for target engagement.

**Tox Summary**: Clean of suicide inhibitors, but high risk for hERG and phospholipidosis due to the cationic amphiphilic nature.",Low,"Arylpiperazine (hERG pharmacophore), Isothiazole (potential ring opening/idiosyncratic risk), Norbornane (extensive oxidative metabolism).",0.6,High risk of QT prolongation (hERG) and potential for variable PK due to extensive metabolism. Safety margins may be thin.,0.45,"CNS penetration is structurally enabled, but 'Free Drug Hypothesis' challenges apply due to high protein binding. Efficacy will depend on sub-nanomolar potency to overcome low free fraction.",0.2,Chronic safety risks include phospholipidosis (cationic amphiphile) and DILI (high daily dose burden likely required due to MW/Clearance).,0.054
Iloperidone,,D2 antagonist,D2 and 5-HT2A receptors,Schizophrenia,Approved,2009,,,approved,CNS,,approved_control,Approved controls (success),CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,XMXHEBAFVSFQEX-UHFFFAOYSA-N,71360,OK,2009.0,78,"This molecule presents a classic 'Good Potency, Bad Safety' paradox common in CNS medicinal chemistry. On paper, the physicochemical properties are elite for brain penetration: MW < 450, TPSA ~63, and cLogP ~3.8 fall squarely into the CNS MPO Goldilocks zone. The scaffold utilizes a privileged benzisoxazole-piperidine motif, highly likely to yield nanomolar affinity for aminergic GPCRs (D2/5HT2A). 

However, the structure triggers a CRITICAL hERG ALERT. The topology consists of a basic amine (piperidine) connected via a flexible 3-carbon lipophilic linker to a distal aromatic system (acetophenone). This is the canonical pharmacophore for hERG channel blockade (Class III antiarrhythmic liability). In a modern NCE campaign, this linker would be considered a 'toxic handle' requiring rigidification or polarity insertion. 

Furthermore, the aryl methyl ketone is a metabolic soft spot, susceptible to cytosolic aldo-keto reductases (AKR), which will generate a chiral secondary alcohol, complicating the PK/PD relationship and potentially creating an active metabolite with a different off-target profile. The methoxy group introduces CYP2D6 polymorphism risk. While likely active, the safety margins (QTc, Alpha-1 hypotension) are predicted to be narrow. Tox Summary: Not Clean.",Medium,"Piperidine-propyl-phenoxy motif (High hERG probability), Aryl methyl ketone (AKR reduction to chiral alcohol).",0.35,Significant risk of QT prolongation and orthostatic hypotension (Alpha-1 antagonism) will complicate dose escalation and safety margins.,0.4,"Target engagement is highly probable given the privileged scaffold, but attrition due to narrow therapeutic index (Cardio/CNS side effects) is the primary threat.",0.1,Commercial viability is low for a non-differentiated molecule with a 'dirty' cardiovascular safety profile in a crowded CNS market.,0.55
Asenapine,,D2/5-HT2 antagonist,5-HT2A and D2 receptors,Schizophrenia/Bipolar,Approved,2009,,,approved,CNS,,approved_control,Approved controls (success),CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,VSWBSWWIRNCQIJ-HUUCEWRRSA-N,163091,OK,2009.0,28,"This molecule is a 'molecular shuriken': extremely compact (MW < 290), rigid, and aggressively lipophilic. The tetracyclic dibenzo-oxepine-pyrrolidine fusion offers exceptional entropic pre-organization, locking the pharmacophore into a bioactive conformation. However, the physicochemical profile is concerning: with a cLogP likely > 4.5 and a TPSA < 20 Å², this is essentially 'charged grease.' While BBB penetration will be near-instantaneous, the lack of polarity guarantees high non-specific binding (NSB) and significant GPCR promiscuity (a 'dirty' profile). The basic nitrogen, rigidly held within a massive lipophilic aromatic cluster, constitutes a high-risk hERG pharmacophore. Metabolic clearance will be rapid, driven by N-demethylation and oxidation of the unsubstituted benzene ring. It is a potent lead, but relies too heavily on lipophilicity for affinity. Tox Summary: Structurally clean, but high functional toxicity risk (hERG/CNS off-targets).",Low,"Basic amine embedded in lipophilic core (hERG liability), Unsubstituted phenyl ring (CYP oxidation site), N-methyl group (rapid N-dealkylation)",0.75,High CNS exposure is guaranteed. Primary risks are hERG prolongation and exaggerated CNS depression due to off-target promiscuity (H1/alpha1).,0.45,"Potency is likely high, but the therapeutic index will be squeezed by side effects resulting from the low TPSA/high LogP 'promiscuity engine'.",0.2,Chronic safety is threatened by the high lipophilic burden (potential for phospholipidosis) and metabolic/CV liabilities typical of this scaffold class.,0.0675
Lumateperone,,D2/5-HT2 modulator,"5-HT2A and D2 receptors, SERT",Schizophrenia,Approved,2019,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN2[C@H]3CCN(C[C@H]3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F,HOIIHACBCFLJET-SFTDATJTSA-N,21302490,OK,2019.0,38,"This molecule is a schizophrenic design: a highly sophisticated, rigid, chiral tetracyclic core grafted onto a crude, archaic fluorobutyrophenone tail. The core (a hexahydro-pyrido-indole-quinoxaline hybrid) is excellent for CNS penetration—low TPSA (~30 Å²), rigid geometry for selectivity, and no hydrogen bond donors. However, the side chain is a relic of 1960s medicinal chemistry. The 'Basic Amine + 3-Carbon Linker + Fluorophenyl' motif is the textbook pharmacophore for hERG channel blockade. While the low MW (< 400) and moderate lipophilicity (cLogP ~3.8) place it firmly in the CNS Goldilocks zone, the reliance on that specific tail for potency introduces significant cardiac safety risks and metabolic liabilities (ketone reduction, N-dealkylation). The o-phenylenediamine substructure within the core also raises a flag for potential bioactivation to reactive quinonediimines, though the rigid fusion may mitigate this. It is a potent CNS binder that likely requires extensive safety monitoring. Tox Summary: Not Clean (hERG & Bioactivation Risk).",Medium,"Fluorobutyrophenone moiety (hERG liability), o-phenylenediamine core (potential quinonediimine formation), benzylic carbons.",0.65,"High risk of QT prolongation due to the butyrophenone tail. If it clears hERG assays, it passes, but the structural alert is severe.",0.45,Excellent CNS physicochemical properties suggest good target engagement. Efficacy depends on the specific receptor profile (likely polypharmacology given the core complexity).,0.25,Chronic safety concerns regarding the aniline-like core and cardiac safety will be the main hurdles for commercial viability.,0.073
Amisulpride,,D2/D3 antagonist,D2 and D3 receptors,Schizophrenia,Approved,2020,,,approved,CNS,,approved_control,Approved controls (success),CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,2159,OK,2020.0,22,"This molecule is a masterclass in 'Polar Efficiency,' defying the modern addiction to lipophilicity. The scaffold features a critical intramolecular hydrogen bond between the ortho-methoxy and the amide NH, creating a 'pseudo-ring' that masks hydrogen bond donors and facilitates CNS penetration despite a low cLogP (~0.5) and high TPSA (~100). The primary aromatic amine (aniline) is a classic structural alert, but here it is electronically deactivated by the para-carbonyl and ortho-sulfone (both EWGs), rendering it resistant to metabolic N-oxidation and mitigating genotoxicity risks. The molecule is highly ligand-efficient, likely relying on specific polar contacts rather than non-specific hydrophobic burial. The main liabilities are hERG inhibition (common in this pharmacophore class) and the reliance on renal clearance/active transport due to high polarity. It is a 'clean' drug with minimal DILI risk due to the lack of lipophilic metabolic handles.",High,"Primary Aniline (Mitigated by EWGs), Sulfone (Benign)",0.85,Excellent safety profile. Low lipophilicity minimizes off-target promiscuity and DILI risk. Aniline is electronically defanged.,0.6,"High probability of target engagement, but CNS penetration is the rate-limiting step. Efficacy depends on achieving sufficient receptor occupancy without driving peripheral exposure too high.",0.45,"Chronic safety is likely benign, but class-effect QT prolongation (hERG) and on-target endocrine effects could be commercial differentiators.",0.78
Perospirone,,D2/5-HT2 antagonist,D2 and 5-HT2A receptors,Schizophrenia,Approved,2001 (Japan),,,approved,CNS,,approved_control,Approved controls (success),C1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,FBVFZWUMDDXLLG-HDICACEKSA-N,115368,OK,2001.0,38,"This molecule is a textbook example of 'linker-ology' applied to CNS GPCR targets, likely D2/5-HT2A. It tethers a privileged aryl-piperazine warhead (1,2-benzisothiazole) to a lipophilic anchor (hexahydrophthalimide) via a flexible n-butyl chain. 

Positives: The physicochemical profile is strictly CNS-compliant (MW < 450, HBD = 0, TPSA ~65, cLogP ~4.0). It will cross the Blood-Brain Barrier effortlessly. 

Negatives (The Killers): 
1. The Linker: The n-butyl chain is the 'lazy chemist's spacer.' It introduces unnecessary rotatable bonds (entropic penalty) and serves as a prime site for metabolic oxidation (omega/omega-1 oxidation), guaranteeing a short half-life. 
2. hERG Liability: The topology of [Basic Amine]—[4-Carbon Spacer]—[Lipophilic/Polar Moiety] maps perfectly onto the hERG channel blocker pharmacophore. This is a high-risk structure for QT prolongation. 
3. Metabolism: The cyclohexane ring is a 'grease ball' that will suffer extensive hydroxylation. 

Verdict: A functional but unoptimized scaffold. It relies on brute-force lipophilicity and a promiscuous warhead rather than elegant design. Expect high clearance and cardiac safety monitoring.",Low,"n-butyl linker (hERG pharmacophore), 1,2-benzisothiazole (idiosyncratic toxicity risk)",0.65,"High risk of hERG channel blockade due to linker length and basicity. If the therapeutic index is narrow, this dies here.",0.5,"Target engagement is highly probable given the privileged scaffold, but short half-life (metabolic instability) may require TID dosing, impacting efficacy/compliance.",0.25,Commercial viability is low due to likely multi-daily dosing requirements and cardiac safety baggage compared to cleaner competitors.,0.6
Dexmethylphenidate,,Catecholamine RI,DAT and NET (more active d-enantiomer),ADHD,Approved,2001,,,approved,CNS,,approved_control,Approved controls (success),COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,DUGOZIWVEXMGBE-CHWSQXEVSA-N,154101,OK,2001.0,18,"This molecule is a masterclass in CNS physicochemical properties, sitting in the absolute 'Goldilocks' zone: MW ~233, cLogP ~2.2, and TPSA < 40 Å². It is a hyper-efficient fragment-like scaffold that will cross the Blood-Brain Barrier with zero resistance. The secondary amine (pKa ~9) provides the necessary cationic anchor for GPCR/Transporter binding without incurring a desolvation penalty. However, the methyl ester is a significant metabolic liability; it serves as a prime substrate for carboxylesterases, predicting a short plasma half-life and rapid conversion to the inactive, polar zwitterionic acid. While chemically clean, the scaffold possesses a phenethylamine-like pharmacophore, suggesting high potential for sympathomimetic cardiovascular side effects (tachycardia/hypertension). Tox Summary: Chemically Clean, but metabolically labile.",Low,"Methyl ester (rapid hydrolysis liability), Phenethylamine backbone (sympathomimetic risk)",0.85,"Structurally benign with no 'Hard Kill' alerts (hERG, MBI, mutagenicity). The primary safety risks are on-target cardiovascular effects rather than intrinsic chemical toxicity.",0.45,"While target engagement and CNS penetration are guaranteed, the rapid hydrolysis of the ester limits duration of action. Efficacy may fail due to poor PK unless formulated extensively.",0.3,Commercial success is threatened by the short half-life and the regulatory baggage associated with CNS stimulant-like scaffolds (abuse potential).,0.11
